"","TEXT71","PSU","CASENO","STRATIF","LINENO","CASEID","VERSION"
"1437","V1 was traveling westbound.  V2 was traveling eastbound.  V2 stopped in lane two",11,57,"F",1," 57F",22
"1438","of the eastbound lanes for V1at an intersection.  The front of V1 contacted the",11,57,"F",2," 57F",22
"1439","front of V2 in lane two of the eastbound lanes.  V1 went off the roadway on the",11,57,"F",3," 57F",22
"1440","left (south) side and the front of V1 contacted stairs of a building.",11,57,"F",4," 57F",22
"1441","V1 proceeded southeast in lane one through a controlled intersection.  V2 was",11,58,"F",1," 58F",22
"1442","traveling northeast in lane two passing through the same intersection.  The",11,58,"F",2," 58F",22
"1443","front of v2 contacted the right front of v1.",11,58,"F",3," 58F",22
"1444","V1 was southbound in lane 4 which was a left turn lane.  V1 attempted to turn",11,59,"G",1," 59G",22
"1445","left onto a side street, slid forward and impacted a utility pole with the front",11,59,"G",2," 59G",22
"1446","plane.",11,59,"G",3," 59G",22
"1447","V2 and V3 were stopped in the road at a controlled intersection.  V1 was",11,60,"H",1," 60H",22
"1448","westbound in the road in the same lane behind v2 and v3.  The front of v1",11,60,"H",2," 60H",22
"1449","contacted the back of v2.  The front of v2 contacted the back of v3.",11,60,"H",3," 60H",22
"1450","V2 was waiting eastbound to turn left at a T-intersection.  V2 began to turn.",11,61,"H",1," 61H",22
"1451","V1 was eastbound behind v2.  The front of v1 contacted the left side of v2.",11,61,"H",2," 61H",22
"1452","V1 was moving slowly eastbound in lane one.  V2 was eastbound in lane one",11,62,"G",1," 62G",22
"1453","approaching v1.  V1 moved over into the westbound lane.  V2 also moved into the",11,62,"G",2," 62G",22
"1454","westbound lane.  V2, front, impacted v1, back.",11,62,"G",3," 62G",22
"1455","V1 was traveling westbound in lane one.  V2 was traveling northbound in lane one",11,63,"G",1," 63G",22
"1456","approaching an intersection.  The front of V2 contacted the left side of V1.",11,63,"G",2," 63G",22
"1457","V2 was eastbound negotiating a right curve, and entering an intersection.  V1",11,64,"H",1," 64H",22
"1458","was southbound intending to turn right, while exiting a retail driveway.  The",11,64,"H",2," 64H",22
"1459","front of v1 contacted the left side of v2 in the eastbound lane.",11,64,"H",3," 64H",22
"1460","V1 was northbound in lane one approaching a T-intersection.  V2 was eastbound in",11,65,"H",1," 65H",22
"1461","lane one approaching the same intersection.  The front of V2 contacted the left",11,65,"H",2," 65H",22
"1462","side of V1 in the intersection.",11,65,"H",3," 65H",22
"1463","V1 was traveling west.  V1 rotated counterclockwise and left the road on the",11,66,"H",1," 66H",22
"1464","left side.  The right front of v1 contacted a 60cm diameter tree.",11,66,"H",2," 66H",22
"1465","V2 was crossing through an intersection going north.  V1 was traveling west.  V3",12,1,"E",1,"  1E",22
"1466","was traveling south.  The right side of v2 was contacted by the front of v1.",12,1,"E",2,"  1E",22
"1467","V2 was pushed to the left and the right side contacted the left side of v1.  The",12,1,"E",3,"  1E",22
"1468","left side of v3 contacted the front of v2.",12,1,"E",4,"  1E",22
"1469","V1 was headed south on a 4 lane, icy, asphalt roadway. V1 began to loose control",12,2,"F",1,"  2F",22
"1470","on the icy roadway and I began a counter-clockwise spin until it went off road",12,2,"F",2,"  2F",22
"1471","to the left and contacted the center wall with it's front. V1 continued it's",12,2,"F",3,"  2F",22
"1472","rotation until the left rear of the vehicle scuffed the wall prior to final",12,2,"F",4,"  2F",22
"1473","rest.",12,2,"F",5,"  2F",22
"1474","V1 was traveling northbound when it lost traction on the snow covered roadway",12,3,"G",1,"  3G",22
"1475","and rotated counter-clockwise. V1 departed the roadway on the west side of the",12,3,"G",2,"  3G",22
"1476","street. While off the roadway V1's front plane contacted a concrete traffic",12,3,"G",3,"  3G",22
"1477","barrier before arriving at final rest.",12,3,"G",4,"  3G",22
"1478","V1 was traveling north on a 3 lane, asphalt roadway and was negotiating a curve",12,4,"H",1,"  4H",22
"1479","when loss of control on icy roads made the vehicle slide left off the road.  The",12,4,"H",2,"  4H",22
"1480","left fender and front door contacted a metal guardrail and the left front wheel",12,4,"H",3,"  4H",22
"1481","rim was damaged which cut the tire.",12,4,"H",4,"  4H",22
"1482","V1 was headed west, while V2 and V3 were headed north. V2 was in lane 1 and V3",12,5,"B",1,"  5B",22
"1483","was in lane 2. As all three vehicles entered the intersection, the front of V2",12,5,"B",2,"  5B",22
"1484","contacted the left of V1. V2 rotated slightly until the left of V2 contacted the",12,5,"B",3,"  5B",22
"1485","right of V3. As V2 and V3 headed for final rest on the northwest leg of the",12,5,"B",4,"  5B",22
"1486","intersection V1 had rotated and was headed east when the right of V1 contacted",12,5,"B",5,"  5B",22
"1487","the right of V2. V1 continued to the east of the intersection and went off road",12,5,"B",6,"  5B",22
"1488","to the south where it came to rest.",12,5,"B",7,"  5B",22
"1489","V1 was traveling east approaching an icy intersection.  V2 was traveling south",12,6,"E",1,"  6E",22
"1490","on a multi-lane roadway and was approaching the same intersection.  As the",12,6,"E",2,"  6E",22
"1491","vehicles entered the intersection, the left side of V1 contacted the front of V2",12,6,"E",3,"  6E",22
"1492","and then they sideslapped with the left side of V1 contacting the right side of",12,6,"E",4,"  6E",22
"1493","V2. V2 then  went off the roadway to the left and contacted a fence with it's",12,6,"E",5,"  6E",22
"1494","frontal plane.",12,6,"E",6,"  6E",22
"1495","V1 was traveling eastbound while V2 was traveling northbound approaching the",12,7,"G",1,"  7G",22
"1496","same intersection. As both vehicles crossed paths the right side of V1 contacted",12,7,"G",2,"  7G",22
"1497","the front of V2.",12,7,"G",3,"  7G",22
"1498","V1 was headed south on a 3 lane, concrete  roadway when it lost control on a",12,8,"H",1,"  8H",22
"1499","stretch of icy roadway. V1 went off road to the right side where the front  of",12,8,"H",2,"  8H",22
"1500","the vehicle contacted a guardrail with the front prior to final rest.",12,8,"H",3,"  8H",22
"1501","V1 was traveling east in lane 2 of a 4 lane roadway and was intending on turning",12,9,"H",1,"  9H",22
"1502","left.  V2 was traveling west in lane 1 of the same roadway as V1.  The front of",12,9,"H",2,"  9H",22
"1503","V2 contacted the right side of V1.",12,9,"H",3,"  9H",22
"1504","V1 and V2 were heading west on a 2 lane, icy, concrete expressway. With v1 in",12,10,"D",1," 10D",22
"1505","lane 2 and v2 in lane 1, v1 lost control and began to spin counter-clockwise and",12,10,"D",2," 10D",22
"1506","went off road to the left where it contacted the guardrail with it's front and",12,10,"D",3," 10D",22
"1507","then it's back. V1 re-entered the roadway, still spinning, where the front of v2",12,10,"D",4," 10D",22
"1508","contacted it's right side prior to final rest.",12,10,"D",5," 10D",22
"1509","V1 was traveling west in lane 1 of a 4 lane slushy roadway.  The vehicle went",12,11,"E",1," 11E",22
"1510","off the road on the right side, traveled several meters before the front plane",12,11,"E",2," 11E",22
"1511","contacted a tree and then came to rest.",12,11,"E",3," 11E",22
"1512","V1 was attempting to turn left from a 2 lane, 2 way, asphalt roadway on the",12,12,"E",1," 12E",22
"1513","snowy and slippery surface.  V2 was traveling east and approaching the same",12,12,"E",2," 12E",22
"1514","intersection. The front of v2 contacted the right side of v1 in the",12,12,"E",3," 12E",22
"1515","intersection. V1 then went off the road to the right contacting a utility pole",12,12,"E",4," 12E",22
"1516","with the frontal plane.",12,12,"E",5," 12E",22
"1517","V1 was headed south on a right curving, 3 lane, icy, concrete roadway while v2",12,13,"G",1," 13G",22
"1518","was ahead and stopped in lane 3. V1 began a clockwise spin and crossed lanes 2",12,13,"G",2," 13G",22
"1519","and 3 until the left of v1 contacted the rear of v2.",12,13,"G",3," 13G",22
"1520","V1 and v2 were traveling north on a 3 lane, concrete roadway.  V2 had been in a",12,14,"H",1," 14H",22
"1521","prior crash and was stopped in the 2nd lane.  The driver of V2 had left the",12,14,"H",2," 14H",22
"1522","vehicle and was waiting for police at the shoulder of the road.  V1 lost",12,14,"H",3," 14H",22
"1523","traction on the icy roadway and rotated counterclockwise. V1's right side-plane",12,14,"H",4," 14H",22
"1524","contacted the back plane of V2.",12,14,"H",5," 14H",22
"1525","V2 & V3 were stopped at a traffic light in lane 1 of a 4 lane road.  V1 was",12,15,"H",1," 15H",22
"1526","traveling east in same lane as V2 & V3.  The front of V1 contacted the back of",12,15,"H",2," 15H",22
"1527","V2 causing V2 to be pushed into the back of V3.",12,15,"H",3," 15H",22
"1528","V1 was heading south on a 2 lane, 2 way road and was intending on going",12,16,"K",1," 16K",22
"1529","straight.  V2 was traveling north on the same road as V1 and was also intending",12,16,"K",2," 16K",22
"1530","on going straight.  The front of V1 contacted the front of V2.",12,16,"K",3," 16K",22
"1531","V1 was traveling westbound approaching a three-way intersection. V2 was",12,17,"F",1," 17F",22
"1532","traveling eastbound approaching the same intersection. As both vehicles crossed",12,17,"F",2," 17F",22
"1533","paths the front of V2 contacted the left side of V1.",12,17,"F",3," 17F",22
"1534","V1 was traveling west on a 2 lane, 2 way, asphalt roadway and had intended to go",12,18,"G",1," 18G",22
"1535","straight but went off road to the left contacting a mailbox post with the",12,18,"G",2," 18G",22
"1536","frontal plane.",12,18,"G",3," 18G",22
"1537","V1 was traveling northeast on a 1 lane expressway entrance ramp when the vehicle",12,19,"G",1," 19G",22
"1538","lost control.  The vehicle went sideways across both travel lanes and departed",12,19,"G",2," 19G",22
"1539","the expressway on the left side.  The front of V1 contacted a cable barrier. V1",12,19,"G",3," 19G",22
"1540","then spun clockwise and the left side contacted the barrier before arriving at",12,19,"G",4," 19G",22
"1541","final rest.",12,19,"G",5," 19G",22
"1542","V1 and V2 were headed north on a 2 lane, wet, asphalt roadway. V2 was stopped",12,20,"H",1," 20H",22
"1543","and waiting to make a left turn into a driveway. The front of v1 contacted the",12,20,"H",2," 20H",22
"1544","rear of v2.",12,20,"H",3," 20H",22
"1545","V2 was headed north in lane 1 while v1, who had just turned right onto the same",12,21,"H",1," 21H",22
"1546","roadway as v2, was also headed north on the snowy, 5 lane, asphalt roadway. V1",12,21,"H",2," 21H",22
"1547","slid on the snowy roadway and rotated slightly clockwise as it overshot lane 2",12,21,"H",3," 21H",22
"1548","and partially entered the lane  in front of v2. The front of v2 contacted the",12,21,"H",4," 21H",22
"1549","rear of v1.",12,21,"H",5," 21H",22
"1550","V1 was traveling south in lane 2 of a 3 lane road and was intending on turing",12,22,"F",1," 22F",22
"1551","left at an intersection.  V2 was traveling west in the same lane  and was",12,22,"F",2," 22F",22
"1552","intending on going straight at the intersection. The front of V2 contacted the",12,22,"F",3," 22F",22
"1553","left side of V1.",12,22,"F",4," 22F",22
"1554","V1 was traveling north, turning left from a 2 lane, one-way, divided drive that",12,23,"G",1," 23G",22
"1555","services a residential complex.  V2 was traveling east intending to continue",12,23,"G",2," 23G",22
"1556","straight on a 5 lane, asphalt roadway.  The left side of v1 contacted the front",12,23,"G",3," 23G",22
"1557","of v2.",12,23,"G",4," 23G",22
"1558","V1 was headed east in lane 2 of a left curving, 4 lane, wet, asphalt roadway",12,24,"G",1," 24G",22
"1559","while v2 was headed west in lane 2 of the same roadway. V1 crossed the",12,24,"G",2," 24G",22
"1560","centerline and the front of v1 contacted the left of v2.",12,24,"G",3," 24G",22
"1561","V1 was traveling north in lane 3 of a 4 lane, dry, concrete expressway. V1 tried",12,25,"H",1," 25H",22
"1562","to avoid a merging vehicle from the right as it changed lanes. V1 steered left",12,25,"H",2," 25H",22
"1563","and lost controll. When v1 left the roadway to the left it ramped up a tall",12,25,"H",3," 25H",22
"1564","snowbank until it rolled on it's right side and came to rest.",12,25,"H",4," 25H",22
"1565","V1 & V2 were traveling east on a 3 lane expressway, V1 was in lane 3 and V2 was",12,26,"H",1," 26H",22
"1566","in lane 2.  The front of V1 contacted the left side of V2.  V1 then spun",12,26,"H",2," 26H",22
"1567","clockwise and went off road on the left side where the back contacted a metal",12,26,"H",3," 26H",22
"1568","guardrail.  V1 continued to rotate and the right side contacted the guardrail",12,26,"H",4," 26H",22
"1569","again.",12,26,"H",5," 26H",22
"1570","V1 was traveling south on a 4 lane, asphalt roadway approaching a right curve.",12,27,"H",1," 27H",22
"1571","The vehicle continued in a straight path and departed the east side of the",12,27,"H",2," 27H",22
"1572","street. While off the roadway V1's front plane contacted a sign post and then a",12,27,"H",3," 27H",22
"1573","cedar fence.",12,27,"H",4," 27H",22
"1574","V1 was traveling south in lane 1 of a 4 lane, 2 way road.  The vehicle departed",12,28,"J",1," 28J",22
"1575","the road on the left side where the front contacted a utility pole.  The vehicle",12,28,"J",2," 28J",22
"1576","continued to travel off road then the front contacted a tree before coming to",12,28,"J",3," 28J",22
"1577","rest.",12,28,"J",4," 28J",22
"1578","V1 was traveling south on a 3 lane, rural roadway and was approaching an",12,29,"F",1," 29F",22
"1579","intersection.  V2 was traveling east on a 2 lane roadway and was approaching the",12,29,"F",2," 29F",22
"1580","same intersection intending to continue straight through.  V1 came to a stop",12,29,"F",3," 29F",22
"1581","and then proceeded into the intersection and the right side was contacted by the",12,29,"F",4," 29F",22
"1582","front of v2 .",12,29,"F",5," 29F",22
"1583","V1 was in lane 1 of a 3 lane, wet asphalt roadway at an end departure",12,30,"F",1," 30F",22
"1584","intersection . V1 crossed all lanes of the intersecting roadway and went off",12,30,"F",2," 30F",22
"1585","road untill it struck a metal fence, entered a cemetary and struck a tombstone",12,30,"F",3," 30F",22
"1586","pushing the stone to final rest..",12,30,"F",4," 30F",22
"1587","V1 was headed south on a 5 lane, wet, asphalt roadway attempting to turn left",12,31,"G",1," 31G",22
"1588","into a private driveway, while v2 was traveling north in lane 1 of the same",12,31,"G",2," 31G",22
"1589","roadway. The front of v2 contacted the right of v2.",12,31,"G",3," 31G",22
"1590","V1 was traveling westbound. V2 was traveling westbound on the same roadway,",12,32,"G",1," 32G",22
"1591","directly in front of V1. V2 began to slow down while initiating a right turn. V1",12,32,"G",2," 32G",22
"1592","braked prior to contacting the back plane of V2 with its front end-plane.",12,32,"G",3," 32G",22
"1593","V1 was traveling north on a 2 lane, 2 way snow covered street, and went off road",12,33,"H",1," 33H",22
"1594","to the left where the frontal plane contacted a tree.",12,33,"H",2," 33H",22
"1595","V1 was traveling west on a 2 lane, 2 way roadway that curves to the right.  The",12,34,"F",1," 34F",22
"1596","vehicle departed the roadway on the left side where the front contacted a",12,34,"F",2," 34F",22
"1597","guardrail.  The vehicle went over the guardrail scraping the undercarriage and",12,34,"F",3," 34F",22
"1598","the right side contacted a tree before coming to rest.",12,34,"F",4," 34F",22
"1599","V1 was traveling eastbound approaching an intersection. V2 was stopped at this",12,35,"G",1," 35G",22
"1600","intersection, directly in front of V1. As V1 continued forward its front plane",12,35,"G",2," 35G",22
"1601","contacted V2's rear plane.",12,35,"G",3," 35G",22
"1602","V1 was headed east on a 2 lane,  icy, asphalt roadway. V1 lost control on the",12,36,"G",1," 36G",22
"1603","icy roadway and went off road where it struck a mailbox and then rolled 2",12,36,"G",2," 36G",22
"1604","quarter turns landing on it's roof at final rest..",12,36,"G",3," 36G",22
"1605","V1 was traveling north on a multi-lane, asphalt expressway while negotiating a",12,37,"G",1," 37G",22
"1606","curve.  There was ice on the surface of the road and the tires lost traction and",12,37,"G",2," 37G",22
"1607","then went off the road to the left where the front contacted an overpass",12,37,"G",3," 37G",22
"1608","support made of concrete.",12,37,"G",4," 37G",22
"1609","V1 was traveling north on a 4 lane, divided expressway and was driving under",12,38,"H",1," 38H",22
"1610","snowy weather conditions.  The roadway was snow covered at the time, and the",12,38,"H",2," 38H",22
"1611","vehicle went off road to the left where the front and left side contacted a",12,38,"H",3," 38H",22
"1612","concrete median wall.",12,38,"H",4," 38H",22
"1613","V1 was headed south on a 5 lane,  icy, asphalt roadway . V1 began a",12,39,"H",1," 39H",22
"1614","counter-clockwise rotation when the driver steered left. V1 went off road to the",12,39,"H",2," 39H",22
"1615","right where the left front contacted a telephone pole prior to final rest.",12,39,"H",3," 39H",22
"1616","V1 was traveling west on a 5 lane, 2 way, asphalt roadway while the road was",12,40,"B",1," 40B",22
"1617","covered with snow.  V2 was traveling east on the same road.  V1 crossed over the",12,40,"B",2," 40B",22
"1618","center left turn lane when the frontal plane contacted the front of v2.  Driver",12,40,"B",3," 40B",22
"1619","1 was ejected from the vehicle at the time of the crash and driver 2 was",12,40,"B",4," 40B",22
"1620","killed.",12,40,"B",5," 40B",22
"1621","V1 was traveling east and was intending on turning left at the intersection.  V2",12,41,"B",1," 41B",22
"1622","was traveling south.  The front of V2 contacted the left side of V1.  This",12,41,"B",2," 41B",22
"1623","intial impact caused V1 to catch on fire, completely burning the vehicle.",12,41,"B",3," 41B",22
"1624","V1 was headed south while v2 was headed west. The vehicles met in the",12,42,"B",1," 42B",22
"1625","intersection with the front of v2 contacting the left of v1.",12,42,"B",2," 42B",22
"1626","V1 was headed west and turning left at an intersection, from a 5 lane, wet,",12,43,"E",1," 43E",22
"1627","asphalt roadway. V2 was headed east in lane 1 of the same roadway. In the",12,43,"E",2," 43E",22
"1628","intersection, the front of v2 contacted the right of v1.",12,43,"E",3," 43E",22
"1629","V1 was traveling north on a 2 lane road when a deer entered the roadway from the",12,44,"G",1," 44G",22
"1630","west.  The front of v1 hit the deer.",12,44,"G",2," 44G",22
"1631","V2, (Working Vehicle), was stopped in the opposite direction of the center east",12,45,"H",1," 45H",22
"1632","bound lane of a 5 lane street and was unoccupied while performing street",12,45,"H",2," 45H",22
"1633","maintenance.  V1 was traveling east bound in the same lane as v2 was occupying,",12,45,"H",3," 45H",22
"1634","and the front of V1 struck the front of V2.",12,45,"H",4," 45H",22
"1635","V1 was traveling southbound approaching an intersection. V2 was traveling",12,46,"G",1," 46G",22
"1636","westbound approaching the same intersection. As both vehicles crossed paths the",12,46,"G",2," 46G",22
"1637","left side of V1 contacted the front of V2.",12,46,"G",3," 46G",22
"1638","V1 and v2 were traveling west on a 2 lane, 2 way, urban street and were",12,47,"F",1," 47F",22
"1639","approaching an intersection.  V2 stopped at the intersection and had intended to",12,47,"F",2," 47F",22
"1640","turn right when the back plane was contacted by the frontal plane of v1.",12,47,"F",3," 47F",22
"1641","V1 was headed east on a road, attempting a left turn on to an intersecting road.",12,48,"F",1," 48F",22
"1642","V2 was headed west and intending a straight path. In the intersection, the",12,48,"F",2," 48F",22
"1643","right side  of v1 contacted the front of v2.",12,48,"F",3," 48F",22
"1644","V1 and v2 were traveling east.  V2 stopped  when the back plane was contacted by",12,49,"G",1," 49G",22
"1645","the front plane of v1.",12,49,"G",2," 49G",22
"1646","V1 was headed north on a slight curve to the left roadway, when a vehicle to",12,50,"H",1," 50H",22
"1647","it's right began a left lane change. V1 began an avoidance move and lost control",12,50,"H",2," 50H",22
"1648","sending it off road to the left. V1 then contacted a guardrail with the front",12,50,"H",3," 50H",22
"1649","left and down the left side prior to final rest.",12,50,"H",4," 50H",22
"1650","V1 was traveling west in lane 2 of a 4 lane roadway.  The vehicle started to",12,51,"H",1," 51H",22
"1651","rotate clockwise and departed the road on the right side.  The left side of the",12,51,"H",2," 51H",22
"1652","vehicle then contacted a light pole.  As the vehicle rotated around the light",12,51,"H",3," 51H",22
"1653","pole the LR rear wheel contacted the curb and broke off.",12,51,"H",4," 51H",22
"1654","V2 was preparing to stop on a 5 lane, asphalt roadway going east in the curb",12,52,"E",1," 52E",22
"1655","lane.  V1 was behind V2, and the front plane contacted the back plane of V2.",12,52,"E",2," 52E",22
"1656","V1 was traveling east, intending on turning left at the intersection.  V2 was",12,53,"F",1," 53F",22
"1657","traveling west going straight through the intersection.  The front of V1",12,53,"F",2," 53F",22
"1658","contacted the front of V2.",12,53,"F",3," 53F",22
"1659","V1 was headed south. V1 lost control during a blowout of the front left tire. V1",12,54,"F",1," 54F",22
"1660","went off road to the left and contacted 2 posts and a ditchbank with it's",12,54,"F",2," 54F",22
"1661","undercarriage.",12,54,"F",3," 54F",22
"1662","V1 was headed north while v2 was headed south and turning left. The front of v1",12,55,"F",1," 55F",22
"1663","contacted the front of v2.",12,55,"F",2," 55F",22
"1664","V1 was traveling north turning left.  V2 was traveling south.  The front of V2",12,56,"G",1," 56G",22
"1665","contacted the right side of V1.",12,56,"G",2," 56G",22
"1666","V1 was traveling south.  V2 was traveling east.  V1 right side plane contacted",12,57,"H",1," 57H",22
"1667","the front plane of V2.",12,57,"H",2," 57H",22
"1668","V1 was traveling north intending on turning left into a driveway.  V2 was",12,58,"F",1," 58F",22
"1669","traveling south. The front of V2 contacted the right side of V1.",12,58,"F",2," 58F",22
"1670","V1 and V2 were traveling south, side by side, on a right curving roadway. The",12,59,"F",1," 59F",22
"1671","right of v1 contacted the left of v2.",12,59,"F",2," 59F",22
"1672","V1 was traveling north. V2 was traveling west.  The left side of v2 contacted",12,60,"F",1," 60F",22
"1673","the front of v1.",12,60,"F",2," 60F",22
"1674","V1 was heading east while v2 was heading north. Both vehicles intended a",12,61,"H",1," 61H",22
"1675","straight path. In the intersection, the front of v2 contacted the right of v1.",12,61,"H",2," 61H",22
"1676","V2 was stopped at an intersection traffic light, then began to proceed through",12,62,"H",1," 62H",22
"1677","the intersection when the back plane was contacted by the frontal plane of v1",12,62,"H",2," 62H",22
"1678","who was being pursued by police on the same roadway.  The right wheels of v1",12,62,"H",3," 62H",22
"1679","contacted a curb as well.",12,62,"H",4," 62H",22
"1680","V1 was pulling out of a driveway and was intending on turning left.  V2 was",12,63,"H",1," 63H",22
"1681","traveling west in lane 2 of the 6 lane road and was intending on going straight.",12,63,"H",2," 63H",22
"1682","The front of V1 contacted the right side of V2.  Both vehicles rotated and the",12,63,"H",3," 63H",22
"1683","left side of V1 contacted the right side of V2.",12,63,"H",4," 63H",22
"1684","Vehicle 1 was headed south on a curve to the left roadway when it departed the",12,64,"J",1," 64J",22
"1685","road to the right, struck a ditch and then rolled multiple times on a down slope",12,64,"J",2," 64J",22
"1686","prior to final rest.",12,64,"J",3," 64J",22
"1687","V1 & V2 were traveling north in lane 2 of a 5 lane, 2 way road.  The front of V1",12,65,"E",1," 65E",22
"1688","contacted the back of V2.",12,65,"E",2," 65E",22
"1689","V1 was traveling north in lane 2 of a 5 lane road and was turning left onto a 4",12,66,"F",1," 66F",22
"1690","lane, 2 way intersecting road.  As the vehicle made its left turn, it swerved to",12,66,"F",2," 66F",22
"1691","the left and then back to the right and went off road on the right side.  The",12,66,"F",3," 66F",22
"1692","front of the vehicle contacted a ditch and then rolled over 1 complete turn with",12,66,"F",4," 66F",22
"1693","final rest on its wheels.",12,66,"F",5," 66F",22
"1694","V1 and v2 were headed south. V1 was in lane 2 while v2 was in lane 1. V1",12,67,"F",1," 67F",22
"1695","attempted a left lane change when the right front of v2 contacted the rear left",12,67,"F",2," 67F",22
"1696","of v1. V1 then lost control and steered left and into the concrete center",12,67,"F",3," 67F",22
"1697","barrier.",12,67,"F",4," 67F",22
"1698","V1 was traveling south on a 4 lane, 2 way, asphalt roadway and had intended to",12,68,"H",1," 68H",22
"1699","go straight, but went off the road to the left contacting  a drainage ditch, two",12,68,"H",2," 68H",22
"1700","fence posts, and a parked vehicle.",12,68,"H",3," 68H",22
"1701","V1 was traveling west on a 2 lane, asphalt roadway and had intended to go",12,69,"H",1," 69H",22
"1702","straight but went off the road to the left into a ditch and then contacted a",12,69,"H",2," 69H",22
"1703","tree with the front.  The tree fell over into the ditch on impact.",12,69,"H",3," 69H",22
"1704","V-1 was west bound on a 2 way, 5 lane state highway in the right lane. V-1 lost",13,1,"H",1,"  1H",22
"1705","control on the ice rotating counterclockwise rolling onto the right side. V-1",13,1,"H",2,"  1H",22
"1706","came to rest on the right side in the right east bound lane.",13,1,"H",3,"  1H",22
"1707","Vehicle was northbound on an icy road at night when it went out of control, left",13,2,"J",1,"  2J",22
"1708","the roadway and rolled into a tree.",13,2,"J",2,"  2J",22
"1709","This vehicle was northbound on an icy, 2 lane, 2 way, 89kph roadway. Control was",13,3,"H",1,"  3H",22
"1710","lost and the vehicle departed the roadway to the right where it struck a 28cms",13,3,"H",2,"  3H",22
"1711","tree.",13,3,"H",3,"  3H",22
"1712","Driver was westbound on an icy 2 lane rural roadway during the hours of",13,4,"H",1,"  4H",22
"1713","darkness, left the right side of the roadway into a ditch and rolled over,",13,4,"H",2,"  4H",22
"1714","striking a tree and shrubs in the process.",13,4,"H",3,"  4H",22
"1715","V-1 was eastbound on a 2 lane, 2 way icy road. V-2 was southbound on the same",13,5,"F",1,"  5F",22
"1716","type of intersecting road. V-1 was contacted in the left side by V-1's front.",13,5,"F",2,"  5F",22
"1717","V-1 was southbound on a 2 lane, 2 way road. V-1 Rotated clockwise hitting the",13,6,"F",1,"  6F",22
"1718","snow bank with the left side rolling over. It rolled into a tree and then back",13,6,"F",2,"  6F",22
"1719","on its wheels.",13,6,"F",3,"  6F",22
"1720","Both vehicles were westbound on a snowy, 3 lane, curve to the left, divided",13,7,"F",1,"  7F",22
"1721","highway with positive barrier 89kph roadway. The front right of Vehicle 2",13,7,"F",2,"  7F",22
"1722","contacted the back left of Vehicle 1.",13,7,"F",3,"  7F",22
"1723","V1 was traveling in a northwesterly direction when it lost traction on the icy",13,8,"H",1,"  8H",22
"1724","roadway and began to rotate on a counter-clockwise direction. V1 departed the",13,8,"H",2,"  8H",22
"1725","roadway and contacted the center, concrete barrier with its front plane. V1",13,8,"H",3,"  8H",22
"1726","continued to rotate as it struck this barrier wall with its back plane. V1 then",13,8,"H",4,"  8H",22
"1727","rolled over, one quarter turn and came to final rest on its left side, in the",13,8,"H",5,"  8H",22
"1728","roadway.",13,8,"H",6,"  8H",22
"1729","Vehicle 1 was eastbound on an icy 2 lane suburban roadway when it struck vehicle",13,9,"H",1,"  9H",22
"1730","2 in the rear. Vehicle 2, a school bus , was stopped in the roadway to pick up",13,9,"H",2,"  9H",22
"1731","a passenger.",13,9,"H",3,"  9H",22
"1732","V1 was westbound on an undivided roadway when it lost traction during icy",13,10,"F",1," 10F",22
"1733","conditions and rotated clockwise. V1 contacted a snow bank on the south side of",13,10,"F",2," 10F",22
"1734","the street and rolled over, one quarter turn onto its left side.",13,10,"F",3," 10F",22
"1735","V-1 was northbound on a 2 lane, divided icy highway in the right lane. V-2  was",13,11,"H",1," 11H",22
"1736","northbound on the same highway and hit V-1 in the back with its front.",13,11,"H",2," 11H",22
"1737","Vehicle 1, a tractor-trailer, was making a wide right turn and encroached into",13,12,"H",1," 12H",22
"1738","vehicle 2's lane, striking V2 in the right side. The impact caused V2 to rotate",13,12,"H",2," 12H",22
"1739","clockwise in front of V1, being pushed by it to final rest.",13,12,"H",3," 12H",22
"1740","V-1 was southbound on a 2 lane, icy expressway which was partly blocked due to a",13,13,"H",1," 13H",22
"1741","prior accident. V-1 rotating counterclockwise hit the guardrail with the right",13,13,"H",2," 13H",22
"1742","side then rotating clockwise and striking the guardrail with again with the",13,13,"H",3," 13H",22
"1743","front.",13,13,"H",4," 13H",22
"1744","Vehicle 1 was heading northbound on a private drive attempting to turn left",13,14,"F",1," 14F",22
"1745","(west). Vehicle 2 was in the curb lane of an intersecting 5 lane roadway. The",13,14,"F",2," 14F",22
"1746","front of Vehicle 1 contacted Vehicle 2 in the left side. Vehicle 2 then left the",13,14,"F",3," 14F",22
"1747","roadway to the right where it overturned onto its roof.",13,14,"F",4," 14F",22
"1748","V-1 was northwest bound on a 2 lane, 2 way, snowy street. V-1 left  the right",13,15,"F",1," 15F",22
"1749","side of the road striking a tree with the front plane.",13,15,"F",2," 15F",22
"1750","V1 was traveling southbound approaching an intersection. V2 was traveling",13,16,"F",1," 16F",22
"1751","eastbound approaching the same intersection. As both vehicles crossed paths the",13,16,"F",2," 16F",22
"1752","right side of V1 contacted the front of vehicle 2.",13,16,"F",3," 16F",22
"1753","Vehicle 1 was northbound on a dry 2 lane city street and entering an",13,17,"H",1," 17H",22
"1754","intersection when it struck vehicle 2 in the right side.",13,17,"H",2," 17H",22
"1755","Vehicle 1 was southbound on a 2 lane city street and crossing through an",13,18,"H",1," 18H",22
"1756","intersection when it contacted westbound vehicle 2.",13,18,"H",2," 18H",22
