"","TEXT71","PSU","CASENO","STRATIF","LINENO","CASEID","VERSION"
"584","both vehicles.  V2 attempted to make a left turn at the intersection.  The left",2,79,"H",5," 79H",20
"585","side of V2 was struck by the front of V1.  Both vehicles came to rest in the",2,79,"H",6," 79H",20
"586","intersection.  Both vehicles were towed due to damage.  It was cloudy, the road",2,79,"H",7," 79H",20
"587","was dry, and it was dusk at the time of the crash.  No air bags deployed in",2,79,"H",8," 79H",20
"588","either vehicle.",2,79,"H",9," 79H",20
"589","Vehicle #1 was traveling south on an undivided two-way, two-lane roadway.",2,80,"H",1," 80H",20
"590","Vehicle #1 steered left to avoid an animal in the roadway.  Vehicle #1 skiddied",2,80,"H",2," 80H",20
"591","counterclockwise and departed the roadway on the left side impacting 2 small",2,80,"H",3," 80H",20
"592","bushes with the undercarriage.  Vehicle #1 continued and impacted a 5cm tree",2,80,"H",4," 80H",20
"593","with the front .  Vehicle #1 continued off the roadway and impacted an earth",2,80,"H",5," 80H",20
"594","embankment with the front.    Vehicle #1 frontal air bags deployed due to impact",2,80,"H",6," 80H",20
"595","forces.  Vehicle #1 was towed due to disabling vehicle damage.    No injuries",2,80,"H",7," 80H",20
"596","were reported.",2,80,"H",8," 80H",20
"597","Vehicle 1 was traveling south on an undivided two-lane road.  Two deer entered",2,81,"D",1," 81D",20
"598","the roadway from the right side of the road.  The driver swerved to the right",2,81,"D",2," 81D",20
"599","and V1 went off the right side of the road.  The front of V1 struck a 31 cm",2,81,"D",3," 81D",20
"600","diameter utility pole and came to rest off the right side of the road.  The",2,81,"D",4," 81D",20
"601","weather was clear, the road was dry, it was dark and the road was not lighted at",2,81,"D",5," 81D",20
"602","the time of the crash.  The frontal air bags deployed.",2,81,"D",6," 81D",20
"603","Vehicle #1 was traveling south on an undivided two-way, two-lane roadway.",2,82,"G",1," 82G",20
"604","Vehicle #2 was traveling north on the same roadway. Vehicle #1 crossed over the",2,82,"G",2," 82G",20
"605","double lane line and impacted Vehicle #2 on the left side with the front.  V2",2,82,"G",3," 82G",20
"606","right back then contacted a small Adopt a Highway sign on the East shoulder of",2,82,"G",4," 82G",20
"607","the roadway. Both vehicles were towed from the scene, and no injuries were",2,82,"G",5," 82G",20
"608","reported.",2,82,"G",6," 82G",20
"609","Vehicle 2 was traveling north on a divided three-lane road in the center lane.",2,83,"H",1," 83H",20
"610","Vehicle 1 was also traveling north on the same divided three lane road in the",2,83,"H",2," 83H",20
"611","right lane.  V2 started to change lane to the left which was a left turn lane.",2,83,"H",3," 83H",20
"612","V1 also started to change lane to the left to enter the center lane.  V2 stopped",2,83,"H",4," 83H",20
"613","partially in the left turn lane due to traffic.  The back of V2 was struck by",2,83,"H",5," 83H",20
"614","the front of V1.  Both vehicles came to rest in the roadway.  V1 was towed due",2,83,"H",6," 83H",20
"615","to damage.  No occupants of either vehicle were transported due to injuries.",2,83,"H",7," 83H",20
"616","The weather was clear, the road was dry and it was daylight at the time of the",2,83,"H",8," 83H",20
"617","crash.  No air bags deployed.",2,83,"H",9," 83H",20
"618","Vehicle #1 was traveling west on an undivided two-lane/two-way roadway.  Vehicle",2,84,"E",1," 84E",20
"619","#2 was traveling east on the same roadway.  Vehicle #2 making a left turn into",2,84,"E",2," 84E",20
"620","a driveway crossed over the double lane line.  The front-end plane of Vehicle #2",2,84,"E",3," 84E",20
"621","came in contact with the front-end plane of Vehicle #1.  Vehicle #1 was towed",2,84,"E",4," 84E",20
"622","due to disabling vehicle damage.  The frontal air bags in vehicle #1 deployed as",2,84,"E",5," 84E",20
"623","a result of impact forces. The Occupant of Vehicle #1 was transported to an",2,84,"E",6," 84E",20
"624","area hospital.  Vehicle #2 was not towed.",2,84,"E",7," 84E",20
"625","Vehicle 1 was traveling east on an undivided two-lane road negotiating a sharp",2,85,"G",1," 85G",20
"626","right curve on a steep upgrade.  V2 was traveling west on the same undivided",2,85,"G",2," 85G",20
"627","two-lane road negotiating the same curve on a downgrade.  The left side of V2",2,85,"G",3," 85G",20
"628","was contacted by the front of V1.  V2 went off the right side of the road and",2,85,"G",4," 85G",20
"629","the front of V2 struck an 8 cm diameter tree.  V2 came to rest off the right",2,85,"G",5," 85G",20
"630","side of the road.  V1 continued to travel east and went off the left side of the",2,85,"G",6," 85G",20
"631","road.  The front of V1 struck a ditch embankment and V1 came to rest partially",2,85,"G",7," 85G",20
"632","off the left side of the road. Both vehicles were towed due to damage.  The",2,85,"G",8," 85G",20
"633","driver of V2 was transported due to injuries.  It was raining, the road was wet",2,85,"G",9," 85G",20
"634","and it was daylight at the time of the crash.  No airbags deployed in V2.",2,85,"G",10," 85G",20
"635","Vehicle #1 was traveling east on an undivided two-way, two-lane roadway.  A",2,86,"H",1," 86H",20
"636","small animal entered the roadway and Vehicle #1 steered to the right and",2,86,"H",2," 86H",20
"637","impacted a guardrail with the front right plane.   Vehicle's air bags did not",2,86,"H",3," 86H",20
"638","deploy.  No injuries to report.  Vehicle #1 was towed.",2,86,"H",4," 86H",20
"639","Vehicle #1 was traveling east on an undivided 4 lane, two-way roadway and at the",2,87,"K",1," 87K",20
"640","intersection was making a left turn from the left turn lane.  Vehicle #2 was",2,87,"K",2," 87K",20
"641","traveling west on the same roadway heading straight.  Vehicle #1 impacted the",2,87,"K",3," 87K",20
"642","frontal end plane of Vehicle #2 with the frontal end plane of Vehicle #1.",2,87,"K",4," 87K",20
"643","Vehicle 1 was traveling north on a divided four-lane road in the left lane",2,88,"D",1," 88D",20
"644","approaching an intersection controlled by a traffic signal.  V2 was traveling",2,88,"D",2," 88D",20
"645","west on an undivided five-lane road and approaching the same intersection as V1,",2,88,"D",3," 88D",20
"646","which also was controlled by a traffic signal for V2.  V2 attempted to make a",2,88,"D",4," 88D",20
"647","left turn at the intersection.  The front of V2 was struck by the front of V1.",2,88,"D",5," 88D",20
"648","Both vehicles came to rest in the intersection.",2,88,"D",6," 88D",20
"649","Vehicle 1 was traveling south on an undivided two-lane road negotiating a slight",2,89,"F",1," 89F",20
"650","left curve.  V1 went off the left side of the road.  The front of V1 struck a 3",2,89,"F",2," 89F",20
"651","cm diameter tree, a 17 cm diameter post, and a 1.1-meter diameter tree.  V1",2,89,"F",3," 89F",20
"652","rotated counterclockwise and overturned on to its right side, coming to rest",2,89,"F",4," 89F",20
"653","facing east partially in the roadway.    V1 was towed due to damage, and the",2,89,"F",5," 89F",20
"654","driver was transported to a medical facility due to injuries.  The weather was",2,89,"F",6," 89F",20
"655","clear, the road was dry, it was dark and the road was not lighted at the time of",2,89,"F",7," 89F",20
"656","the crash.",2,89,"F",8," 89F",20
"657","Vehicle #1 was traveling east on an undivided roadway.  Vehicle #1 while",2,90,"K",1," 90K",20
"658","negotiating a left curve in the roadway crossed over the left double lane line.",2,90,"K",2," 90K",20
"659","Vehicle #1 then over corrected steering right and as the roadway became",2,90,"K",3," 90K",20
"660","straight departed the roadway on the south side.  Vehicle #1 continued traveling",2,90,"K",4," 90K",20
"661","east and impacted a small bush with the frontal end plane.  Vehicle #1",2,90,"K",5," 90K",20
"662","continued traveling east and impacted a 34cm pole with the right frontal end",2,90,"K",6," 90K",20
"663","plane.  Vehicle #1 was towed due to damage.  Both occupants were transported to",2,90,"K",7," 90K",20
"664","an area hospital.",2,90,"K",8," 90K",20
"665","Vehicle 1 was traveling west in a two-lane parking lot driveway and approaching",2,91,"C",1," 91C",20
"666","a roadway.  V2 was traveling north on the undivided two-lane roadway and",2,91,"C",2," 91C",20
"667","approaching the parking lot driveway.  V1 attempted to make a left turn into the",2,91,"C",3," 91C",20
"668","roadway to proceed south.  The front of V1 was struck by the front of V2.  V1",2,91,"C",4," 91C",20
"669","rotated clockwise and came to rest in the roadway.  V2 went off the left side of",2,91,"C",5," 91C",20
"670","the road and climbed an embankment.  The left front wheel of V2 struck a 12 cm",2,91,"C",6," 91C",20
"671","diameter tree.  V2 continued off the left side of the road and the front of V2",2,91,"C",7," 91C",20
"672","struck a 41 cm diameter tree.  V2 came to rest off the left side of the road.",2,91,"C",8," 91C",20
"673","Both V1 and V2 were towed due to damage.  The driver of V1 and the driver of V2",2,91,"C",9," 91C",20
"674","were transported due to injuries.  The weather was clear, the road was dry and",2,91,"C",10," 91C",20
"675","it was daylight at the time of the crash.  The frontal air bags in V1 deployed.",2,91,"C",11," 91C",20
"676","Vehicle #1 was traveling east on an undivided two-way, two-lane roadway with an",2,92,"F",1," 92F",20
"677","8% downhill grade.  Vehicle #2 was traveling west on the same roadway with an 8%",2,92,"F",2," 92F",20
"678","uphill grade.  Vehicle #1 entered the westbound lane and the front of V1",2,92,"F",3," 92F",20
"679","impacted the front of V2.  Both vehicles towed due to disabling vehicle damage.",2,92,"F",4," 92F",20
"680","The frontal air bags deployed in Vehicle #2.  Occupants of both vehicles were",2,92,"F",5," 92F",20
"681","transported to hospitals.",2,92,"F",6," 92F",20
"682","V1 was traveling south on an undivided two-lane roadway negotiating on a steep",2,93,"D",1," 93D",20
"683","downgrade. V1 departed the west side of the roadway and traveled down an",2,93,"D",2," 93D",20
"684","embankment. While traversing the embankment, the front of V1 struck a large",2,93,"D",3," 93D",20
"685","rock. V1 overturned an unknown number of times down the embankment and the right",2,93,"D",4," 93D",20
"686","side of the vehicle struck a 15 cm diameter tree. V1 came to rest off the right",2,93,"D",5," 93D",20
"687","side of the road, facing eastbound with the right side of the vehicle in",2,93,"D",6," 93D",20
"688","contact with the tree.",2,93,"D",7," 93D",20
"689","Vehicle #1 was traveling north on an undivided two-way, two-lane roadway.",2,94,"E",1," 94E",20
"690","Vehicle #1 departed the roadway on the right side and impacted an 1 meter by .9m",2,94,"E",2," 94E",20
"691","rock with the frontal end plane.  Vehicle #1 was towed due to disabling vehicle",2,94,"E",3," 94E",20
"692","damage.  No air bag deployed as a result of the impact.  Occupant of Vehicle #1",2,94,"E",4," 94E",20
"693","was transported to the hospital.",2,94,"E",5," 94E",20
"694","Vehicle 1 was traveling north on an undivided two-lane road.  A deer ran into",2,95,"G",1," 95G",20
"695","the roadway from the right side of the road.  The front of V1 struck the deer",2,95,"G",2," 95G",20
"696","and V1 continued and pulled to the right side of the road.  V1 was towed due to",2,95,"G",3," 95G",20
"697","damage.  No occupants of the vehicle were transported due to injuries.  The",2,95,"G",4," 95G",20
"698","weather was clear, the road was dry, it was dark and the road was not lighted at",2,95,"G",5," 95G",20
"699","the time of the crash.  No air bags deployed.",2,95,"G",6," 95G",20
"700","Vehicle 1 was traveling south on an undivided two-lane road negotiating a right",2,96,"K",1," 96K",20
"701","curve.  V2 was traveling north on the same undivided two-lane road negotiating a",2,96,"K",2," 96K",20
"702","left curve.  V1 crossed into the northbound lane.  The front of V1 struck the",2,96,"K",3," 96K",20
"703","front of V2.  V1 rotated counterclockwise and came to rest in the roadway facing",2,96,"K",4," 96K",20
"704","southeast.  V2 came to rest off the right side of the road.  Both vehicles were",2,96,"K",5," 96K",20
"705","towed due to damage.  The driver of V1 and the driver of V2 were transported",2,96,"K",6," 96K",20
"706","due to injuries.  It was cloudy, the road was dry and it was daylight at the",2,96,"K",7," 96K",20
"707","time of the crash.  The frontal air bags in both vehicles deployed.",2,96,"K",8," 96K",20
"708","Vehicle #1 was traveling eastbound on a two-way two-lane, undivided roadway.  V1",2,97,"D",1," 97D",20
"709","traveled left of center and departed the roadway on the north side of the",2,97,"D",2," 97D",20
"710","street.  V1 came to final rest in aditch, (110cm deep), facing in a northerly",2,97,"D",3," 97D",20
"711","direction.",2,97,"D",4," 97D",20
"712","Vehicle #1 was traveling north on an undivided two-way, two-lane roadway.",2,98,"G",1," 98G",20
"713","Vehicle #1 departed the roadway on the right side, impacting a driveway with the",2,98,"G",2," 98G",20
"714","undercarriage.  Vehicle #1 continued in a northerly direction and impacted a",2,98,"G",3," 98G",20
"715","75cm deep ditch with the undercarriage.  Vehicle #1 continued in a northerly",2,98,"G",4," 98G",20
"716","direction and impacted a 9cm fence post with the front.  Vehicle #1 continued in",2,98,"G",5," 98G",20
"717","a northerly direction and the front  impacted an 8cm sign post. Vehicle #1",2,98,"G",6," 98G",20
"718","continued north and impacted a 34cm pole with the front and came to final rest.",2,98,"G",7," 98G",20
"719","The vehicle air bags did not deploy.  No injuries to report.  Vehicle was towed",2,98,"G",8," 98G",20
"720","due to disabling vehicle damage.",2,98,"G",9," 98G",20
"721","Vehicle #1 was traveling west on an undivided two-way, two-lane roadway.",2,99,"K",1," 99K",20
"722","Vehicle #1 was negotiating a right curve in the roadway, departed the roadway on",2,99,"K",2," 99K",20
"723","the south side.  Vehicle #1 continued off the roadway and impacted a 45cm tree",2,99,"K",3," 99K",20
"724","with the frontal end plane.  All four occupants were transported to area",2,99,"K",4," 99K",20
"725","hospitals.  Vehicle #1 was towed due to disabling vehicle damage.  The road",2,99,"K",5," 99K",20
"726","conditions were dry, clear, dark not lighted and with a downhill grade.",2,99,"K",6," 99K",20
"727","Vehicle 1 was traveling north on an undivided two-lane road.  The driver",2,100,"F",1,"100F",20
"728","attempted to make a right turn into a driveway.  As the vehicle entered the",2,100,"F",2,"100F",20
"729","driveway it went off the left side of the driveway and struck a 0.6 meter thick",2,100,"F",3,"100F",20
"730","rock wall puncturing the wall.  V1 was towed due to damage.  The driver was",2,100,"F",4,"100F",20
"731","transported due to injuries.  It was cloudy, the road was dry and it was",2,100,"F",5,"100F",20
"732","daylight at the time of the crash.  The frontal air bags deployed.",2,100,"F",6,"100F",20
"733","Vehicle 1 was traveling south on an undivided two-lane road.  A non-involved",2,101,"H",1,"101H",20
"734","vehicle stopped in the roadway ahead of V1.  V1 went off the right side of the",2,101,"H",2,"101H",20
"735","road.  The front of V1 struck an embankment on the west side of a deep drainage",2,101,"H",3,"101H",20
"736","ditch.  V1 rotated clockwise and came to rest off the right side of the road",2,101,"H",4,"101H",20
"737","facing northeast.  V1 was towed due to damage.  No occupants of the vehicle were",2,101,"H",5,"101H",20
"738","transported.",2,101,"H",6,"101H",20
"739","Vehicle 1 was stopped facing west in a line of traffic at a traffic signal in",2,102,"E",1,"102E",20
"740","the second lane of a four-lane undivided roadway.  V2 was traveling west in the",2,102,"E",2,"102E",20
"741","same lane on the same undivided four-lane roadway approaching the stopped line",2,102,"E",3,"102E",20
"742","of traffic.  The front of V2 struck the back of V1.  Both vehicles came to rest",2,102,"E",4,"102E",20
"743","in the roadway.  V2 was towed due to damage.  The driver of V2 was transported",2,102,"E",5,"102E",20
"744","due to injuries.  The weather was clear, the road was dry and it was daylight at",2,102,"E",6,"102E",20
"745","the time of the crash.  V2 driver air bag deployed in the crash.",2,102,"E",7,"102E",20
"746","Vehicle 1 was traveling south on an undivided two-lane road.  V2 was stopped on",2,103,"F",1,"103F",20
"747","the shoulder facing south on the same undivided two-lane road.  V2 attempted to",2,103,"F",2,"103F",20
"748","make a ""U"" turn from the shoulder of the roadway.  The left side of V2 struck",2,103,"F",3,"103F",20
"749","the right side of V1.  V1 rotated clockwise and came to rest in the roadway.",2,103,"F",4,"103F",20
"750","Vehicles 2 also came to rest in the roadway.  Both vehicles were towed due to",2,103,"F",5,"103F",20
"751","damage.  The driver of V1 was transported due to injuries. The frontal air bags",2,103,"F",6,"103F",20
"752","in V1 deployed.",2,103,"F",7,"103F",20
"753","Vehicle 1 was traveling north on a divided two-lane road in the left lane.",2,104,"F",1,"104F",20
"754","Vehicle 2 was traveling north on the same road in the right lane.  The driver of",2,104,"F",2,"104F",20
"755","V1 attempted to change lanes to the right.  The right side of V1 struck the",2,104,"F",3,"104F",20
"756","left side of V2.  V1 then overturned in the roadway coming to rest on its roof.",2,104,"F",4,"104F",20
"757","Both vehicles were towed due to damage.",2,104,"F",5,"104F",20
"758","Vehicle 1 was traveling north on an undivided two-lane road negotiating a left",2,105,"K",1,"105K",20
"759","curve on a downgrade.  V1 went across the southbound lane to the edge of the",2,105,"K",2,"105K",20
"760","roadway.  The vehicle came back across the roadway partially into the northbound",2,105,"K",3,"105K",20
"761","lane.  The vehicle again moved across the southbound lane and ran off the left",2,105,"K",4,"105K",20
"762","side of the road. The front of V1 struck a large rock.  The vehicle rotated",2,105,"K",5,"105K",20
"763","counterclockwise and overturned an unknown number of times.  During the roll an",2,105,"K",6,"105K",20
"764","unknown side of the vehicle struck a 4 cm diameter tree.  The vehicle continued",2,105,"K",7,"105K",20
"765","to roll and came to rest off the left side of the road on its wheels.  During",2,105,"K",8,"105K",20
"766","the roll the right front seat passenger was fully ejected from the vehicle.",2,105,"K",9,"105K",20
"767","Vehicle 1 was traveling south on an undivided two-lane road negotiating a left",2,106,"F",1,"106F",20
"768","curve on a downgrade.  V2 was traveling north on the same undivided two-lane",2,106,"F",2,"106F",20
"769","road negotiating a right curve on an upgrade.  V1 crossed into the northbound",2,106,"F",3,"106F",20
"770","lane.  The driver of V2 swerved to the right.  The front of V1 swiped the front",2,106,"F",4,"106F",20
"771","of V2.  V2 came to rest in the roadway.  V1 rotated clockwise and went off the",2,106,"F",5,"106F",20
"772","right side of the road.  The vehicle struck an embankment and overturned.  V1",2,106,"F",6,"106F",20
"773","came to rest off the right side of the road on its roof.  V1 was towed due to",2,106,"F",7,"106F",20
"774","damage.  The driver, the right front seat passenger, and the left rear seat",2,106,"F",8,"106F",20
"775","passenger were transported due to injuries.  The weather was clear, the road was",2,106,"F",9,"106F",20
"776","dry and it was daylight at the time of the crash.",2,106,"F",10,"106F",20
"777","Vehicle 1 was traveling north on an undivided two-lane road approaching an",2,107,"A",1,"107A",20
"778","intersection controlled by a stop sign for V1.  V2 was traveling east on a",2,107,"A",2,"107A",20
"779","divided three-lane road negotiating a left curve on a downgrade.  V1 entered the",2,107,"A",3,"107A",20
"780","intersection and the left side of V1 was contacted by the front of V2.  V1",2,107,"A",4,"107A",20
"781","rotated clockwise and the left side of V1 struck the right side of V2 as V2",2,107,"A",5,"107A",20
"782","rotated counterclockwise.  V1 spun in the roadway and went off the south side of",2,107,"A",6,"107A",20
"783","the intersecting roadway.  The front of V1 struck a guardrail as V1 came to",2,107,"A",7,"107A",20
"784","final rest.  V2 traveled through the grass median and across the three westbound",2,107,"A",8,"107A",20
"785","lanes coming to final rest on the roadway.",2,107,"A",9,"107A",20
"786","Vehicle #1 was traveling west on an undivided two-way, two-lane roadway.",2,108,"B",1,"108B",20
"787","Vehicle #2 was traveling east on the same roadway.  Vehicle #1 crossed over the",2,108,"B",2,"108B",20
"788","double lane line and impacted vehicle #2 in the frontal end plane with the",2,108,"B",3,"108B",20
"789","frontal end plane of vehicle 1.   Frontal air bags in both vehicles deployed.",2,108,"B",4,"108B",20
"790","Driver of vehicle #1 and Driver of vehicle #2 were transported to area",2,108,"B",5,"108B",20
"791","hospitals.  Both vehicles were towed due to disabling vehicle damage",2,108,"B",6,"108B",20
"792","Vehicle #1 was traveling north on an undivided two-way, two-lane roadway.",2,109,"G",1,"109G",20
"793","Vehicle #2 was traveling south on the same roadway.  Vehicle #1 crossed over the",2,109,"G",2,"109G",20
"794","double lane line and into the southbound lane.  Vehicle #2 steered left to",2,109,"G",3,"109G",20
"795","avoid impact with vehicle #1.  Vehicle #1 impacted vehicle #2 front to right",2,109,"G",4,"109G",20
"796","side.  Vehicle #1 continued north, rolled over on to the left side, (¼ turn )",2,109,"G",5,"109G",20
"797","and came to final rest in the roadway.  Vehicle #2 continued southbound rotating",2,109,"G",6,"109G",20
"798","clockwise, departed the roadway on the west side and rolled over onto its left",2,109,"G",7,"109G",20
"799","side coming to final rest.  Both vehicles were towed due to damage.  Vehicle #1",2,109,"G",8,"109G",20
"800","frontal air bags and passenger side air bag curtain deployed.  Occupant of",2,109,"G",9,"109G",20
"801","vehicle 2 was transported to area hospital.",2,109,"G",10,"109G",20
"802","Vehicle 1 was traveling south on an undivided two-lane road negotiating a left",2,110,"D",1,"110D",20
"803","curve.  V1 went off the right side of the road.  The right side of V1 swiped a",2,110,"D",2,"110D",20
"804","guardrail.  V1 returned to the roadway and continued to travel south.  V1 then",2,110,"D",3,"110D",20
"805","rotated counterclockwise and went off the left side of the road.  The vehicle",2,110,"D",4,"110D",20
"806","leaned to the right and the right roof side rail struck a 23 cm diameter utility",2,110,"D",5,"110D",20
"807","pole.  V1 came to rest off the left side of the road.  V1 was towed due to",2,110,"D",6,"110D",20
"808","damage.  The driver was transported due to injuries.  The weather was clear, the",2,110,"D",7,"110D",20
"809","road was dry it was dark and the road was not lighted at the time of the crash.",2,110,"D",8,"110D",20
"810","No air bags deployed.",2,110,"D",9,"110D",20
"811","Vehicle 1 was traveling west on an undivided two-lane road approaching an",2,111,"E",1,"111E",20
"812","intersection controlled by a stop sign for V1.  V2 was traveling north on the",2,111,"E",2,"111E",20
"813","intersecting undivided two-lane roadway.  As V2 was traveling through the",2,111,"E",3,"111E",20
"814","intersection, V1 entered the intersection.  The right side of V2 was contacted",2,111,"E",4,"111E",20
"815","by the front of V1.  V1 came to final rest in the intersection.  V2 continued to",2,111,"E",5,"111E",20
"816","travel north and began to rotate clockwise.  V2 went off the right side of the",2,111,"E",6,"111E",20
"817","road.  The front of V2 swiped a fence and an 8 cm wide signpost.  V2 then began",2,111,"E",7,"111E",20
"818","to overturn.  During the rollover the top of V2 struck a utility pole guy wire.",2,111,"E",8,"111E",20
"819","The vehicle continued to roll and while inverted struck a 25 cm diameter",2,111,"E",9,"111E",20
"820","utility pole.  The vehicle bounced off the pole and came to rest off the right",2,111,"E",10,"111E",20
"821","side of the roadway on the passenger side of the vehicle with the wheels facing",2,111,"E",11,"111E",20
"822","north.",2,111,"E",12,"111E",20
"823","Vehicle #1 was traveling west on an undivided two-lane, two-way roadway.  At an",2,112,"G",1,"112G",20
"824","intersection, which was controlled by a stop sign, vehicle #1 attempted to make",2,112,"G",2,"112G",20
"825","a left turn to travel south.  Vehicle #2 was traveling south on the undivided",2,112,"G",3,"112G",20
"826","two-way, two-lane intersecting roadway and impacted vehicle #1 on the right side",2,112,"G",4,"112G",20
"827","with the frontal plane.  Vehicle #1 and Vehicle #2 were towed due to disabling",2,112,"G",5,"112G",20
"828","vehicle damage.  No injuries were reported.",2,112,"G",6,"112G",20
"829","Vehicle #1 was traveling northbound on an undivided two-lane, two-way roadway.",2,113,"C",1,"113C",20
"830","Vehicle #2 was traveling south on the same roadway.  Vehicle #1 crossed over the",2,113,"C",2,"113C",20
"831","left double lane line while making a left turn into a driveway and impacted the",2,113,"C",3,"113C",20
"832","frontal end plane of Vehicle #2 with the frontal end plane of Vehicle #1.",2,113,"C",4,"113C",20
"833","Vehicle #1 rotated counter clockwise and came to final rest on the northbound",2,113,"C",5,"113C",20
"834","shoulder facing south.  Vehicle #2 continued off the roadway and impacted a 10cm",2,113,"C",6,"113C",20
"835","post, display trailer, a movable sign and mailbox and came to final rest facing",2,113,"C",7,"113C",20
"836","south and off the road.  Vehicle #1 driver's frontal air bag deployed.  Both",2,113,"C",8,"113C",20
"837","vehicles were towed due to disabling vehicle damage.  Occupants from both",2,113,"C",9,"113C",20
"838","vehicles were transported due to injuries.",2,113,"C",10,"113C",20
"839","Vehicle #1 was traveling south on an undivided two-lane, two-way roadway.",2,114,"D",1,"114D",20
"840","Vehicle #1 was negotiating a left curve in the roadway.  Vehicle #1 departed the",2,114,"D",2,"114D",20
"841","road on the left side impacting a mail box with the frontal end plane,",2,114,"D",3,"114D",20
"842","continued south and impacted a 45cm tree with the frontal end plane.",2,114,"D",4,"114D",20
"843","Vehicle 1 was traveling north on a straight portion of an undivided two-lane",2,115,"H",1,"115H",20
"844","road.  V2 was traveling south on the same undivided two-lane road negotiating a",2,115,"H",2,"115H",20
"845","left curve.  V2 traveled into the northbound lane.  The front of V1 struck the",2,115,"H",3,"115H",20
"846","front of V2.  Both vehicles came to rest in the roadway.  Both vehicles were",2,115,"H",4,"115H",20
"847","towed due to damage.  No occupants of either vehicle were transported due to",2,115,"H",5,"115H",20
"848","injuries. The weather was clear, the road was dry and it was daylight at the",2,115,"H",6,"115H",20
"849","time of the crash.  No air bags deployed in either vehicle.",2,115,"H",7,"115H",20
"850","All 4 vehicles were traveling north on a divided by a guardrail four-lane",2,116,"B",1,"116B",20
"851","roadway, which was controlled by a traffic control device.  Vehicles # 2,3 and 4",2,116,"B",2,"116B",20
"852","were stopped for the red light when Vehicle #1 impacted vehicle #2 in the rear",2,116,"B",3,"116B",20
"853","with the frontal end plane of vehicle #1.  Vehicle #2 impacted vehicle #3 with",2,116,"B",4,"116B",20
"854","the frontal end plane in the rear end plane of vehicle #3.  Vehicle #3 impacted",2,116,"B",5,"116B",20
"855","vehicle #4 in the rear end plane with the frontal end plane of vehicle #3.  All",2,116,"B",6,"116B",20
"856","four vehicles were towed.  Occupants of vehicles #1 and 3 were transported to",2,116,"B",7,"116B",20
"857","hospital via ambulance.",2,116,"B",8,"116B",20
"858","V1 was traveling northbound on an undivided two-lane road negotiating a slight",2,117,"K",1,"117K",20
"859","curve on a steep downgrade.  V1 went off the right side of the roadway. V1",2,117,"K",2,"117K",20
"860","entered a shallow drainage ditch and continued to travel north while leaning to",2,117,"K",3,"117K",20
"861","the right. The right side of V1 swiped a 19 cm diameter tree and a 3 cm diameter",2,117,"K",4,"117K",20
"862","tree. V1 continued to travel northbound in the ditch.  The front of V1 struck a",2,117,"K",5,"117K",20
"863","56 cm diameter tree and the vehicle traveled up the embankment on the right",2,117,"K",6,"117K",20
"864","side of the ditch.  V1 overturned and came to rest on its roof partially in the",2,117,"K",7,"117K",20
"865","road.",2,117,"K",8,"117K",20
"866","Vehicle 1 was traveling north on an undivided two-lane road.  A deer ran into",2,118,"G",1,"118G",20
"867","the roadway from the side of the road.  The front of V1 struck the deer.  The",2,118,"G",2,"118G",20
"868","deer then struck the right side of the vehicle.  V1 came to rest in the roadway",2,118,"G",3,"118G",20
"869","and was towed due to damage.    No occupants of the vehicle were transported to",2,118,"G",4,"118G",20
"870","a medical facility for injury  It was dark, raining, and the wet road was not",2,118,"G",5,"118G",20
"871","lighted at the time of the crash.  No air bags deployed.",2,118,"G",6,"118G",20
"872","V1 was traveling southbound on an undivided two-lane, two-way roadway while",2,119,"J",1,"119J",20
"873","negotiating a left curve. V1 departed the roadway on the west side of travel and",2,119,"J",2,"119J",20
"874","contacted a metal guardrail with its front end-plane. V1 continued southbound",2,119,"J",3,"119J",20
"875","on the guardrail for approximately 56 meters.",2,119,"J",4,"119J",20
"876","Vehicle 1 was traveling south on an undivided two-lane road negotiating a left",2,120,"F",1,"120F",20
"877","curve.  V1 went off the right side of the road.  V1 passed through an",2,120,"F",2,"120F",20
"878","intersection and continued off the right side of the road.  The front of V1",2,120,"F",3,"120F",20
"879","struck a 29 cm diameter tree.  V1 rotated counterclockwise and the right side of",2,120,"F",4,"120F",20
"880","the vehicle struck a small embankment.  The vehicle continued and the right",2,120,"F",5,"120F",20
"881","side of the vehicle struck a 3 cm diameter tree.  The vehicle continued to",2,120,"F",6,"120F",20
"882","rotate and came to rest off the right side of the road facing north.  V1 was",2,120,"F",7,"120F",20
"883","towed due to damage.  The driver was transported due to injuries.  The weather",2,120,"F",8,"120F",20
"884","was clear, the road was dry, it was dark and the road was not lighted at the",2,120,"F",9,"120F",20
"885","time of the crash.  Both frontal air bags deployed.",2,120,"F",10,"120F",20
"886","Vehicle #1 was traveling south on an undivided two-lane, two-way roadway,",2,121,"H",1,"121H",20
"887","nearing an intersection.  Vehicle #1 impacted the animal with the right",2,121,"H",2,"121H",20
"888","passenger side front fender of the vehicle. Vehicle #1 was towed due to",2,121,"H",3,"121H",20
"889","disabling damage.",2,121,"H",4,"121H",20
"890","Vehicle 1 was traveling south.  V2 was traveling east .  The driver of V2",2,122,"B",1,"122B",20
"891","attempted to make a left turn at the intersection.  The left side of V2 was",2,122,"B",2,"122B",20
"892","contacted by the front of V1.  V2 rotated clockwise and the left side of V2",2,122,"B",3,"122B",20
