"","TEXT71","PSU","CASENO","STRATIF","LINENO","CASEID","VERSION"
"1419","each direction.  V2 was traveling northbound on a one way roadway with a single",3,109,"E",2,"109E",20
"1420","lane of travel .  At the intersection of the above roadways the frontal plane of",3,109,"E",3,"109E",20
"1421","V2 impacted the left side plane of V1.",3,109,"E",4,"109E",20
"1422","V1 was traveling eastbound in lane two of a physically divided two way roadway",3,110,"G",1,"110G",20
"1423","with three lanes in each direction.  V2 was traveling eastbound in lane two",3,110,"G",2,"110G",20
"1424","behind V1.  V1 came to a stop due to traffic when the front plane of V2 impacted",3,110,"G",3,"110G",20
"1425","the back plane of V1.",3,110,"G",4,"110G",20
"1426","V1 was traveling westbound on a two-way roadway with a single lane of travel in",3,111,"B",1,"111B",20
"1427","each direction.  On this roadway V1 lost control and impacted a tree located on",3,111,"B",2,"111B",20
"1428","the northside curb with its left side plane.",3,111,"B",3,"111B",20
"1429","V1 was traveling southbound on a two way roadway with three lanes of travel in",3,112,"F",1,"112F",20
"1430","each direction.  On this roadway V1 contacted a utility light pole located on",3,112,"F",2,"112F",20
"1431","the center median  between the north- south roadway with its frontal plane.",3,112,"F",3,"112F",20
"1432","V1 was traveling southbound on a one-way roadway with one lane of travel.  V2",3,113,"H",1,"113H",20
"1433","was traveling westbound in the eastbound lanes of a two-way roadway with one",3,113,"H",2,"113H",20
"1434","lane in each direction, around a bus.  At the intersection, the front plane of",3,113,"H",3,"113H",20
"1435","V2 impacted the left plane of V1.",3,113,"H",4,"113H",20
"1436","V1 and V2 were both traveling east on a two way roadway with a single lane of",3,114,"E",1,"114E",20
"1437","travel in each direction.  At the intersection of the above roadway with the",3,114,"E",2,"114E",20
"1438","north south roadway, the right side plane of V1 impacted the left side plane of",3,114,"E",3,"114E",20
"1439","V2.  This caused V2 to impact a light pole located on the southeast corner with",3,114,"E",4,"114E",20
"1440","its frontal plane.",3,114,"E",5,"114E",20
"1441","V1 was traveling eastbound in lane one of a two-way roadway with one lane in",3,115,"F",1,"115F",20
"1442","each direction.  V2 was traveling southbound on a two-way roadway with one lane",3,115,"F",2,"115F",20
"1443","in each direction.  At the intersection, the front plane of V2 impacted the left",3,115,"F",3,"115F",20
"1444","plane of V1.",3,115,"F",4,"115F",20
"1445","V1 was traveling southbound on a two-way roadway with one lane in each",3,116,"H",1,"116H",20
"1446","direction.  V2 was stopped for a traffic control signal when the front plane of",3,116,"H",2,"116H",20
"1447","V1 impacted the back plane of V2.",3,116,"H",3,"116H",20
"1448","V1 was traveling northbound on a two way roadway with three lanes of travel in",3,117,"E",1,"117E",20
"1449","each direction.  V2 was traveling southbound on the same roadway making a left",3,117,"E",2,"117E",20
"1450","turn heading eastbound.  As both vehicles crossed paths the front plane of V1",3,117,"E",3,"117E",20
"1451","impacted the right side plane of V2.  This caused  V2 to impact a light pole",3,117,"E",4,"117E",20
"1452","located on the northeast corner with its rear plane.",3,117,"E",5,"117E",20
"1453","V1 was traveling southbound on a two-way roadway with one lane in each",3,118,"F",1,"118F",20
"1454","direction.  V2 was parked and unoccuped in the northbound lane.  The driver lost",3,118,"F",2,"118F",20
"1455","control ,and the front plane impacted the front  plane of V2, a parked and",3,118,"F",3,"118F",20
"1456","unoccupied vehicle in the northbound parking lane. V2 back then struck V3 left",3,118,"F",4,"118F",20
"1457","side (parked in a driveway). V2 back then struck V4 front (legally parked on the",3,118,"F",5,"118F",20
"1458","roadside). V4 back then struck V5 front who was also legally parked in a row.",3,118,"F",6,"118F",20
"1459","V1 turned left at a five-way intersection and was traveling northbound as V2",3,119,"F",1,"119F",20
"1460","approached this same intersection while traveling westbound. V3 was stopped,",3,119,"F",2,"119F",20
"1461","facing southbound and waiting for the traffic light. As V1 and V2 both crossed",3,119,"F",3,"119F",20
"1462","paths the right side of V1 contacted the front of V2. This initial impact caused",3,119,"F",4,"119F",20
"1463","V1 to rotate clockwise until V1's left side contacted V3's front plane.",3,119,"F",5,"119F",20
"1464","All vehicles were traveling eastbound. V2 was traveling behind V1.  V3 was",3,120,"H",1,"120H",20
"1465","behind V2.  V4 was behind V3.  As V1 slowed down for traffic, the front plane of",3,120,"H",2,"120H",20
"1466","V4 impacted the back plane of V3, then the front plane of V3 impacted the back",3,120,"H",3,"120H",20
"1467","plane of V2, and then the front plane of V2 impacted the back plane of V1.",3,120,"H",4,"120H",20
"1468","V1 was traveling eastbound.  V2 was traveling northbound.  At the intersection,",3,121,"E",1,"121E",20
"1469","the front plane of V1 impacted the left plane of V2, then causing the right",3,121,"E",2,"121E",20
"1470","plane of V1 to impact the left plane of V2.  The front plane of V2 then impacted",3,121,"E",3,"121E",20
"1471","the front plane of V3, a parked and unoccupied vehicle, and the front of V2",3,121,"E",4,"121E",20
"1472","then impacted a tree on the northeast corner of the intersection.",3,121,"E",5,"121E",20
"1473","V1 was traveling northbound on a two-way roadway with three lanes of travel in",3,122,"E",1,"122E",20
"1474","each direction.  V2 was traveling westbound on a two-way intersecting roadway",3,122,"E",2,"122E",20
"1475","with a single lane of travel in each direction.  At the intersection of the",3,122,"E",3,"122E",20
"1476","above roadways the frontal plane of V1 impacted the left side plane of V2.",3,122,"E",4,"122E",20
"1477","V1 was traveling northbound in lane three on a two-way roadway with three lanes",3,123,"G",1,"123G",20
"1478","in each direction. V1 was intending to turn left at an intersecting roadway. V2",3,123,"G",2,"123G",20
"1479","was traveling southbound in lane two of the same roadway.  At the intersection,",3,123,"G",3,"123G",20
"1480","the front of V1 impacted the front of V2.",3,123,"G",4,"123G",20
"1481","V1 was traveling southbound in lane three of a four-lane, one-way street.  As V1",3,124,"H",1,"124H",20
"1482","was traveled forward its front plane contacted a pedestrian, which was",3,124,"H",2,"124H",20
"1483","occupying the same travel lane.",3,124,"H",3,"124H",20
"1484","V1 was traveling westbound when another vehicle entered V1's lane, from the",3,125,"E",1,"125E",20
"1485","left. V1 veered to the right and departed the north side of the street. While",3,125,"E",2,"125E",20
"1486","off the roadway, V1 contacted a breakaway light pole and an impact attenuator",3,125,"E",3,"125E",20
"1487","located on the north curb along the east-west roadway.",3,125,"E",4,"125E",20
"1488","V1 was traveling northbound. On this roadway V1 sustained undercarriage damage",3,126,"F",1,"126F",20
"1489","when it impacted the center sidewalk median.",3,126,"F",2,"126F",20
"1490","V1 was traveling northbound on a two-way roadway with one lane in each",3,127,"H",1,"127H",20
"1491","direction.  V2 was traveling on the same roadway behind V1. V1 stopped to make a",3,127,"H",2,"127H",20
"1492","left-turn into a parking lot when the front plane of V2 impacted the back plane",3,127,"H",3,"127H",20
"1493","of V1.",3,127,"H",4,"127H",20
"1494","V1 was westbound in the single service lane of a divided trafficway-median strip",3,128,"F",1,"128F",20
"1495","without a positive barrier, attempting a left turn at an intersection.  V2 was",3,128,"F",2,"128F",20
"1496","also traveling west on the main road of the divided trafficway-median strip",3,128,"F",3,"128F",20
"1497","without a positive barrier intending to going straight. At the intersection of",3,128,"F",4,"128F",20
"1498","these roadways the frontal plane of V2 impacted the left side plane of V1.",3,128,"F",5,"128F",20
"1499","V1 was traveling eastbound , V2 was traveling westbound.  At an intersection, V2",3,129,"F",1,"129F",20
"1500","attempted to make a left-turn when the front plane of V1 impacted the front",3,129,"F",2,"129F",20
"1501","plane of V2.",3,129,"F",3,"129F",20
"1502","V1 was traveling east in lane two of a physically divided two-way roadway with",3,130,"G",1,"130G",20
"1503","four lanes of travel in each direction.  V2 was traveling eastbound in lane one",3,130,"G",2,"130G",20
"1504","of the same roadway.  V1 front plane impacted the left plane of V2.   V1's right",3,130,"G",3,"130G",20
"1505","then  impacted the V2's left side .  V1 then departed the roadway, and the",3,130,"G",4,"130G",20
"1506","front and left side impacted a guardrail in that order prior to final rest.",3,130,"G",5,"130G",20
"1507","V1 was traveling eastbound on a divided roadway as it slowed for stopped",3,131,"H",1,"131H",20
"1508","traffic, ahead. V2 was traveling eastbound directly behind V1. As both vehicles",3,131,"H",2,"131H",20
"1509","crossed paths the front plane of V2 contacted the rear plane of V1.",3,131,"H",3,"131H",20
"1510","V1 was traveling eastbound on a divided two-way roadway with three lanes in each",3,132,"F",1,"132F",20
"1511","direction and a divided service lane.  V2 was traveling southbound on a two-way",3,132,"F",2,"132F",20
"1512","intersecting roadway with one lane in each direction.  At the intersection, the",3,132,"F",3,"132F",20
"1513","front plane of V1 impacted the right plane of V2, causing V2 to roll four",3,132,"F",4,"132F",20
"1514","quarter turns, coming to final rest on its wheels.",3,132,"F",5,"132F",20
"1515","V1 was traveling southbound on a one way roadway with a single lane of travel.",3,133,"F",1,"133F",20
"1516","V2 was traveling eastbound in the right lane on a one way roadway with three",3,133,"F",2,"133F",20
"1517","lanes of travel.  At the intersection of the above roadways the frontal plane of",3,133,"F",3,"133F",20
"1518","V1 impacted the left side of V2.  And then the right side of V1 impacted the",3,133,"F",4,"133F",20
"1519","left side of V2.",3,133,"F",5,"133F",20
"1520","V1 was traveling northbound in the left turning lane of a two way roadway with",3,134,"H",1,"134H",20
"1521","three lanes of travel in each direction.  V2 was also traveling northbound on",3,134,"H",2,"134H",20
"1522","the same roadway in the center lane.  On this roadway V1's left side impacted a",3,134,"H",3,"134H",20
"1523","curbed median located in the center of the two way roadway.   V1 moved into the",3,134,"H",4,"134H",20
"1524","center lane and was impacted on the right side by V2's frontal plane.",3,134,"H",5,"134H",20
"1525","V1 was traveling northbound on a two way roadway with two lanes of travel in",3,135,"E",1,"135E",20
"1526","each direction roadway.  V2 and V3 were traveling eastbound on a two way roadway",3,135,"E",2,"135E",20
"1527","with a single lane of travel in each direction.  As both V1 and V2 crossed",3,135,"E",3,"135E",20
"1528","paths the front plane of V1 contacted the right side-plane of V2.  This caused",3,135,"E",4,"135E",20
"1529","the left side-plane of V2 to contact the right side plane of V3.",3,135,"E",5,"135E",20
"1530","V1 was traveling eastbound on a two-way roadway with one lane in each direction",3,136,"F",1,"136F",20
"1531","and stopped for the traffic control.  V2 was traveling eastbound behind V1 when",3,136,"F",2,"136F",20
"1532","the front plane of V2 impacted the back plane of V1.",3,136,"F",3,"136F",20
"1533","V1 was traveling southbound on a divided two-way roadway with three lanes in",3,137,"F",1,"137F",20
"1534","each direction and a turning lane.  V2 was traveling eastbound departing from an",3,137,"F",2,"137F",20
"1535","intersecting  driveway.  At the intersection, the front of V1 impacted the left",3,137,"F",3,"137F",20
"1536","side of V2.  Then the right side of V1 impacted to the left side of V2.",3,137,"F",4,"137F",20
"1537","V1 was traveling eastbound in lane two.  V2 was traveling eastbound in lane one",3,138,"C",1,"138C",20
"1538","in front of V1.  V3 was a parked and unoccupied vehicle that was located on the",3,138,"C",2,"138C",20
"1539","south parking lane.  V4 was also parked and unoccupied in front of V3. The front",3,138,"C",3,"138C",20
"1540","plane of V1 impacted the back plane of V2, then the front of V2 impacted the",3,138,"C",4,"138C",20
"1541","left plane of V3, and then rolled over, and impacted the left plane of V4.",3,138,"C",5,"138C",20
"1542","V1 was traveling southbound.  V2 was in the parking lane of the same roadway",3,139,"E",1,"139E",20
"1543","attempting to make a u-turn.  V3 was parked along the westside curbline  on the",3,139,"E",2,"139E",20
"1544","same roadway.  On this roadway the frontal plane of V1 impacted the left side",3,139,"E",3,"139E",20
"1545","plane of V2.  This caused V2's right side plane to contact the left side plane",3,139,"E",4,"139E",20
"1546","of V3.",3,139,"E",5,"139E",20
"1547","V1 was traveling eastbound on a two-way roadway with one lane in each direction.",3,140,"E",1,"140E",20
"1548","V2 was traveling westbound on a two-way roadway with one lane in each",3,140,"E",2,"140E",20
"1549","direction.  At the intersection, V1 attempted to make a right turn and V2",3,140,"E",3,"140E",20
"1550","attempted to make a left turn when the front plane of V2 impacted the left plane",3,140,"E",4,"140E",20
"1551","of V1.",3,140,"E",5,"140E",20
"1552","V1 and V2 were both traveling westbound in the right lane of a one way roadway",3,141,"G",1,"141G",20
"1553","with four lanes of travel.  V3 was traveling in lane two of the same roadway.",3,141,"G",2,"141G",20
"1554","On this roadway the frontal plane of V1 impacted the rear plane of V2.  This",3,141,"G",3,"141G",20
"1555","caused the left side plane of V1 to impact the right side plane of V3.",3,141,"G",4,"141G",20
"1556","V1 was traveling westbound toward an intersection in lane two of a divided",3,142,"E",1,"142E",20
"1557","two-way roadway with two lanes in each direction.  V2 was traveling eastbound in",3,142,"E",2,"142E",20
"1558","lane one of the same roadway.  At the intersection, V1 made a left turn and the",3,142,"E",3,"142E",20
"1559","front plane impacted the front plane of V2. V2 front then contacted a  overhead",3,142,"E",4,"142E",20
"1560","train track support pillar.",3,142,"E",5,"142E",20
"1561","V1 was traveling southbound on a two-way roadway.  V2 ws traveling westbound on",3,143,"E",1,"143E",20
"1562","a one-way roadway.  As both vehicles crossed paths frontal plane of V1 impacted",3,143,"E",2,"143E",20
"1563","the right side plane of V2.  This caused the left side plane of V1 to sideslap",3,143,"E",3,"143E",20
"1564","the right plane of V2.",3,143,"E",4,"143E",20
"1565","V1 was traveling westbound in lane one of a two-way roadway with one lane in",3,144,"G",1,"144G",20
"1566","each direction.  V2 , V3 and V4 were parked in that order and unoccupied in the",3,144,"G",2,"144G",20
"1567","westbound parking lane. The driver of V1 right plane struck V2 left plane. V1",3,144,"G",3,"144G",20
"1568","front plane then impacted the left plane of V3.  The front plane of V3 impacted",3,144,"G",4,"144G",20
"1569","the back plane of V4.",3,144,"G",5,"144G",20
"1570","V1 was traveling eastbound in the right lane on a one-way roadway with three",3,145,"E",1,"145E",20
"1571","lanes of travel.  On this roadway V1 impacted a wooden utility pole located near",3,145,"E",2,"145E",20
"1572","the southeast corner with its frontal plane.",3,145,"E",3,"145E",20
"1573","V1 was traveling southbound on a one-way roadway with a single lane of travel.",3,146,"F",1,"146F",20
"1574","V2 was traveling eastbound on a two-way intersecting roadway with a single lane",3,146,"F",2,"146F",20
"1575","of travel in each direction.  At the intersection of the above roadways the",3,146,"F",3,"146F",20
"1576","frontal plane of V2 impacted the right plane of V1.",3,146,"F",4,"146F",20
"1577","V1 was traveling westbound.  V2 was traveling westbound  behind V1.  V3 was also",3,147,"H",1,"147H",20
"1578","traveling westbound  behind V2.  As V1 stopped for traffic and V2 slowed, the",3,147,"H",2,"147H",20
"1579","front of V3 impacted the back plane of V2.  Then the front plane of V2 impacted",3,147,"H",3,"147H",20
"1580","the back plane of V1.",3,147,"H",4,"147H",20
"1581","V1 was traveling northbound on a one-way roadway with one lane of travel.  V2",3,148,"E",1,"148E",20
"1582","was traveling eastbound in lane one of a one-way roadway with one lane of",3,148,"E",2,"148E",20
"1583","travel.  At the intersection, the front plane of V1 impacted the right plane of",3,148,"E",3,"148E",20
"1584","V2.",3,148,"E",4,"148E",20
"1585","V1 was northbound on a one-way curve to the right roadway with a single lane of",3,149,"E",1,"149E",20
"1586","travel.  V2 and V3 were also on the same roadway stopped in traffic ahead.   V1",3,149,"E",2,"149E",20
"1587","front impacted the rear plane of V2.  This caused the front of V2 to impact the",3,149,"E",3,"149E",20
"1588","rear plane of V3.",3,149,"E",4,"149E",20
"1589","V1 was traveling eastbound in lane one of a one-way roadway with one lane of",3,150,"G",1,"150G",20
"1590","travel.  V2 was traveling southbound in lane two of a two-way intersecting",3,150,"G",2,"150G",20
"1591","roadway with two lanes in each direction.  At the intersection, the front plane",3,150,"G",3,"150G",20
"1592","of V1 impacted the right plane of V2.",3,150,"G",4,"150G",20
"1593","V1 and V2 were both traveling westbound on a two way roadway with a single lane",3,151,"H",1,"151H",20
"1594","of travel in each direction.  At an intersection, the right side plane of V2",3,151,"H",2,"151H",20
"1595","impacted the left side plane of V1.",3,151,"H",3,"151H",20
"1596","V1 was traveling westbound on a physically divided two-way roadway with three",3,152,"E",1,"152E",20
"1597","lanes in each direction.  V1 was negotiating a right turn when the driver lost",3,152,"E",2,"152E",20
"1598","control and spun in a clockwise direction, and the back plane impacted a wall",3,152,"E",3,"152E",20
"1599","north of the roadway.",3,152,"E",4,"152E",20
"1600","V1 was traveling eastbound in lane one near the right curb of a two-way roadway",3,153,"E",1,"153E",20
"1601","with one lane in each direction.  V2 was traveling eastbound in lane one near",3,153,"E",2,"153E",20
"1602","the yellow center lines of the same roadway, to the left and  in front of V1.",3,153,"E",3,"153E",20
"1603","V3 was stopped at the traffic signal on a two-way intersecting roadway facing",3,153,"E",4,"153E",20
"1604","North.  V2 attempted to make a right turn at the intersection while V1 was",3,153,"E",5,"153E",20
"1605","attempting to go straight through. The front plane of V1 impacted the right",3,153,"E",6,"153E",20
"1606","plane of V2, and then the front plane of V2 impacted the left plane of V3.",3,153,"E",7,"153E",20
"1607","V1 was traveling southbound in the left lane of a divided two-way roadway.  V2",3,154,"F",1,"154F",20
"1608","was traveling westbound on a two-way roadway with a single lane of travel in",3,154,"F",2,"154F",20
"1609","each direction.  At the intersection of these roadways the frontal plane of V1",3,154,"F",3,"154F",20
"1610","impacted the right side plane of V2.",3,154,"F",4,"154F",20
"1611","V1 was traveling  westbound in the center lane of a one-way roadway with three",3,155,"G",1,"155G",20
"1612","lanes of travel.  V2 was also traveling on the same roadway behind V1.  On this",3,155,"G",2,"155G",20
"1613","roadway the frontal plane of V2  impacted the rear plane of V1.",3,155,"G",3,"155G",20
"1614","V1 was traveling northbound in lane one of a one-way roadway with two lanes of",3,156,"D",1,"156D",20
"1615","travel.  V2 was traveling westbound in lane one of a one-way roadway.  At the",3,156,"D",2,"156D",20
"1616","intersection, the front plane of V2 impacted the right plane of V1.",3,156,"D",3,"156D",20
"1617","V1 was traveling southbound on a two way roadway with two lanes of travel in",3,157,"E",1,"157E",20
"1618","each direction with an additional left turn lane.  V2 was traveling eastbound on",3,157,"E",2,"157E",20
"1619","a two way intersecting roadway with a single lane of travel in each direction.",3,157,"E",3,"157E",20
"1620","At the intersection, the frontal right plane of V1 impacted the frontal left",3,157,"E",4,"157E",20
"1621","plane of V2.  This caused the right rear plane of V1 to side slap the left rear",3,157,"E",5,"157E",20
"1622","plane of V2.",3,157,"E",6,"157E",20
"1623","V1 was traveling westbound on a divided two-way roadway with a left-turn lane",3,158,"F",1,"158F",20
"1624","and a divided service lane.  V2 was traveling southbound on a two-way roadway",3,158,"F",2,"158F",20
"1625","with two lanes in each direction and a left turn lane.  At the intersection, the",3,158,"F",3,"158F",20
"1626","front plane of V1 impacted the left plane of V2.",3,158,"F",4,"158F",20
"1627","V1 was traveling northbound in lane one of a divided two-way roadway with",3,159,"E",1,"159E",20
"1628","two-lanes in each direction.  V2 was traveling southbound in lane two of the",3,159,"E",2,"159E",20
"1629","same roadway and attempted to make a left-turn.  At the intersection, the front",3,159,"E",3,"159E",20
"1630","plane of V1 impacted the right plane of V2, then the left plane of V1 impacted",3,159,"E",4,"159E",20
"1631","the right plane of V2.",3,159,"E",5,"159E",20
"1632","V1 was traveling southbound.  V2 was traveling westbound.  At the intersection",3,160,"G",1,"160G",20
"1633","of the above roadways, the frontal plane of V2 impacted the left side plane of",3,160,"G",2,"160G",20
"1634","V1.",3,160,"G",3,"160G",20
"1635","Vehicle #1 was stopped facing west on the shoulder. Vehicle #2 was traveling in",4,1,"G",1,"  1G",20
"1636","the westbound travel lane on this same roadway. The right side of vehicle #2",4,1,"G",2,"  1G",20
"1637","impacted the left of vehicle #1.",4,1,"G",3,"  1G",20
"1638","V1 was traveling westbound on an intersection roadway.  V2 was traveling",4,2,"C",1,"  2C",20
"1639","northbound on the same intersection roadway.  V3 was traveling westbound on the",4,2,"C",2,"  2C",20
"1640","same roadway with V4 traveling behind it.  The front of V1 impacted the right",4,2,"C",3,"  2C",20
"1641","side of V2 in the intersection.  V1 began to travel off the roadway to the right",4,2,"C",4,"  2C",20
"1642","with its left side striking V2 on the right side & then striking a street light",4,2,"C",5,"  2C",20
"1643","with its right side.  V1 then returned to the roadway traveling eastbound with",4,2,"C",6,"  2C",20
"1644","its front impacting V4.  After V2 impacted V1 two times it spun counterclockwise",4,2,"C",7,"  2C",20
"1645","with its front contacting V3 in the front. V3 then traveled off the roadway to",4,2,"C",8,"  2C",20
"1646","the right striking a street sign with its front.",4,2,"C",9,"  2C",20
"1647","Vehicle #1 was going north on a private driveway. Vehicle #2 was going east on",4,3,"H",1,"  3H",20
"1648","an intersecting roadway with that private driveway. The front of vehicle #2",4,3,"H",2,"  3H",20
"1649","impacted the left side of vehicle #1.",4,3,"H",3,"  3H",20
"1650","Vehicle #1 was going east and vehicle #2 was going west entering a intersection.",4,4,"F",1,"  4F",20
"1651","The front of vehicle #2 impacted the right side of vehicle #1 in the",4,4,"F",2,"  4F",20
"1652","intersection.",4,4,"F",3,"  4F",20
"1653","V1 was stopped in a driveway facing southbound.  V2 was traveling westbound on",4,5,"H",1,"  5H",20
"1654","the roadway approaching the same driveway.  As V2 made a right turn the front of",4,5,"H",2,"  5H",20
"1655","V1 contacted the left side of V2.",4,5,"H",3,"  5H",20
"1656","V1 was traveling eastbound approaching an intersection. V2 was traveling",4,6,"C",1,"  6C",20
"1657","northbound approaching the same intersection.  The front of V1 impacted the left",4,6,"C",2,"  6C",20
"1658","side of V2.  V1 and V2 then sideslapped right side to left side.  After these",4,6,"C",3,"  6C",20
"1659","impacts, V1 continued off the roadway to the northeast with its front striking a",4,6,"C",4,"  6C",20
"1660","fence.  V1 proceeded down an embankment & the front impacted a tree prior to",4,6,"C",5,"  6C",20
"1661","rest.",4,6,"C",6,"  6C",20
"1662","Vehilce #1 was traveling west one a roadway that was under construction at the",4,7,"D",1,"  7D",20
"1663","time of this crash. Vehicle #1 departed the roadway to the left striking a",4,7,"D",2,"  7D",20
"1664","driveway median and a curb before coming to rest on the soft shoulder.",4,7,"D",3,"  7D",20
"1665","Vehicle #1 was going north and vehicle #2 was going south on an intersection",4,8,"G",1,"  8G",20
"1666","roadway. The front of vehicle #1 impacted the right side of vehicle #2 in the",4,8,"G",2,"  8G",20
"1667","intersection.",4,8,"G",3,"  8G",20
"1668","Vehicles #1, #2, and #3 were traveling north in succession. Vehicles #1 and #2",4,9,"D",1,"  9D",20
"1669","were stopped in the travel lane due to traffic. The front of vehicle #3 impacted",4,9,"D",2,"  9D",20
"1670","the rear of vehicle #2. Vehicle #2 then impacted the rear of vehicle #1.",4,9,"D",3,"  9D",20
"1671","V1 is a m/h truck traveling eastbound on a nonintersecting roadway.  V2 was",4,10,"D",1," 10D",20
"1672","traveling westbound on the same roadway.  The front of V1 and the front of V2",4,10,"D",2," 10D",20
"1673","impact in the eastbound lane.  After this impact, V1 (m/h) impacted a guardrail",4,10,"D",3," 10D",20
"1674","with its right side.",4,10,"D",4," 10D",20
"1675","Vehicle #1 was traveling south and vehicle #2 was traveling north on an",4,11,"F",1," 11F",20
"1676","intersecting roadway. The front of vehicle #2 impacted the right side of vehicle",4,11,"F",2," 11F",20
"1677","#1 in the intersection.",4,11,"F",3," 11F",20
"1678","V1 was traveling eastbound approaching a T intersection.  V1 traveled through",4,12,"G",1," 12G",20
"1679","the intersection while negotiating a right turn.  The front of V1 impacted a",4,12,"G",2," 12G",20
"1680","telephone pole off the roadway to the left side.",4,12,"G",3," 12G",20
"1681","V1 was stopped in traffic traveling westbound on a non intersection roadway.  V2",4,13,"H",1," 13H",20
"1682","was traveling behind V1.  The front of V2 impacted the rear of V1.",4,13,"H",2," 13H",20
"1683","Vehicles #1, #2, and #3 were traveling west. Vehicles #1 and #2 were stopped at",4,14,"E",1," 14E",20
"1684","a traffic signal. The front of vehicle #3 impacted the rear of vehicle #2. The",4,14,"E",2," 14E",20
"1685","front of vehicle #2 impacted the rear of #1.",4,14,"E",3," 14E",20
"1686","V1 was traveling eastbound on an intersection roadway negotiating a left curve.",4,15,"F",1," 15F",20
"1687","V2 was legally parked eastbound on the same roadway.  The front of V1 impacted",4,15,"F",2," 15F",20
"1688","the rear of V2.",4,15,"F",3," 15F",20
"1689","V1 was traveling northbound on an intersection roadway.  V2 was traveling",4,16,"G",1," 16G",20
"1690","westbound on the same intersection roadway.  V3 was traveling northbound behind",4,16,"G",2," 16G",20
"1691","V1 in the lane to the left.  The front of V1 impacted the left side of V2.",4,16,"G",3," 16G",20
"1692","After this impact, V1 rotated counterclockwise with its left side impacting the",4,16,"G",4," 16G",20
"1693","front of V3.",4,16,"G",5," 16G",20
"1694","Vehicle #1 and #2 were traveling south. The front of vehicle #2 impacted the",4,17,"H",1," 17H",20
"1695","rear of vehicle #1.",4,17,"H",2," 17H",20
"1696","Vehicle #1 was traveling east on a non-intersection roadway. Vehicle #1 departed",4,18,"H",1," 18H",20
"1697","the roadway to the right, striking a utility pole with its front.",4,18,"H",2," 18H",20
"1698","Vehicle #1 was going east, vehicle #2 was going north, and vehicle #3 was going",4,19,"D",1," 19D",20
"1699","west on an intersection roadway. The front of vehicle #2 impacted the right side",4,19,"D",2," 19D",20
"1700","of vehicle #1 in the intersection. Vehicle #1 and vehicle #2 then sideslapped",4,19,"D",3," 19D",20
"1701","right to left. Vehicle #2 continued to rotate clockwise where its left side",4,19,"D",4," 19D",20
"1702","impacted the left side of vehicle #3. This impact forced vehicle #3 into a curb.",4,19,"D",5," 19D",20
"1703","After the initial impact, vehicle #1 rotated counter-clockwise and continued on",4,19,"D",6," 19D",20
"1704","striking a curb, speed limit sign/light, and coming to rest against shrubbery.",4,19,"D",7," 19D",20
"1705","During this series of impacts, the occupants of vehicle #1 were ejected from the",4,19,"D",8," 19D",20
"1706","vehicle through the front passenger door.",4,19,"D",9," 19D",20
"1707","V1 was traveling westbound and V2 was traveling northbound on an intersection",4,20,"E",1," 20E",20
"1708","roadway. The front of V1 impacted the right side of V2 in the intersection.",4,20,"E",2," 20E",20
"1709","V1 was traveling eastbound on a non-intersection roadway.  V2 was traveling",4,21,"F",1," 21F",20
"1710","westbound on the same roadway.  The front of V2 impacted the left side of V1 in",4,21,"F",2," 21F",20
"1711","the eastbound lane.  After this impact, V1 traveled off the roadway to the right",4,21,"F",3," 21F",20
"1712","with its right rear tire impacting a curb & the right side impacting a fire",4,21,"F",4," 21F",20
"1713","hydrant.",4,21,"F",5," 21F",20
"1714","Vehicle #1 was going south and vehicle #2 was going north on a non-intersection",4,22,"G",1," 22G",20
"1715","roadway. The front of vehicle #2 impacted the left side of vehicle #1.",4,22,"G",2," 22G",20
"1716","V1 was traveling southbound on an intersection on ramp to the right. V1 departed",4,23,"H",1," 23H",20
"1717","the roadway to the left and the left front tire impacted the curb of a raised",4,23,"H",2," 23H",20
"1718","median",4,23,"H",3," 23H",20
"1719","Vehicle #1 was going east and vehicle #2 was going north on an intersection",4,24,"E",1," 24E",20
"1720","roadway. The front of vehicle #1 impacted the left side of vehicle #2 in the",4,24,"E",2," 24E",20
"1721","intersection. The driver of vehicle #2 passed away due to accident related",4,24,"E",3," 24E",20
"1722","complications 8 days later.",4,24,"E",4," 24E",20
"1723","V1 was traveling eastbound negotiating a left curve on an intersection roadway",4,25,"E",1," 25E",20
"1724","with multiple driveways.  V2 was parked in a driveway facing south.  V1 departed",4,25,"E",2," 25E",20
"1725","the roadway to the right with its front impacting the right side of V2.  After",4,25,"E",3," 25E",20
"1726","this impact, V1 continued off the roadway with its front impacting a lightpole.",4,25,"E",4," 25E",20
"1727","After the initial impact, V2 was roated clockwise coming to rest facing west.",4,25,"E",5," 25E",20
"1728","Vehicle #1 was going west on a two lane two way roadway. After avoiding",4,26,"F",1," 26F",20
"1729","collision with a deer in the travel lane, vehicle #1 overcorrected,  rotated",4,26,"F",2," 26F",20
"1730","counter-clockwise departing the roadway to the left. The right side of vehicle",4,26,"F",3," 26F",20
"1731","#1 impacted 2 wooden posts, a street sign, a wire fence, and two trees before",4,26,"F",4," 26F",20
"1732","coming to rest.",4,26,"F",5," 26F",20
"1733","V1 was stopped in traffic northbound on an intersection roadway waiting to",4,27,"G",1," 27G",20
"1734","complete a left turn into the driveway of a parking lot.  V2 was traveling",4,27,"G",2," 27G",20
